situacao_na_venda,val_avaliacao,segmento,UF,Tipo_de_imovel,dias_ate_ser_vendido
1,121000.0,1,19,1,1527
1,121000.0,1,22,0,133
1,121000.0,1,10,1,119
1,121000.0,1,14,1,1625
1,121000.0,1,10,0,175
1,121000.0,1,8,1,1613
1,121000.0,1,8,0,1563
1,121000.0,1,11,1,1394
1,121000.0,1,14,1,1198
1,121000.0,1,8,0,1676
1,121000.0,1,8,1,316
1,121000.0,1,15,1,95
1,121000.0,1,19,1,459
1,121000.0,1,19,1,284
1,121000.0,1,10,0,168
1,121000.0,1,8,1,1767
1,121000.0,1,8,1,1592
1,121000.0,1,8,1,1558
1,121000.0,1,8,1,1673
1,121000.0,1,8,1,1569
1,121000.0,1,18,0,126
1,121000.0,1,22,1,154
1,121000.0,1,8,1,1619
1,121000.0,1,8,1,1463
1,121000.0,1,17,1,64
1,121000.0,1,8,0,1794
1,121000.0,1,17,1,290
1,118600.0,2,8,1,1296
1,121122.16,1,8,0,101
0,108000.0,1,12,1,135
0,108000.0,1,8,1,73
1,121200.0,1,18,0,121
1,121200.0,1,8,0,1604
1,121229.38,1,18,0,1780
1,121275.12,1,25,1,100
1,105643.64,0,18,11,1432
1,121400.0,1,8,1,1556
1,121417.31,1,8,1,1563
1,119000.0,2,8,1,1739
1,119000.0,2,18,0,1296
1,119000.0,2,18,1,94
1,119000.0,2,7,1,1703
1,119000.0,2,22,1,64
1,119000.0,2,8,1,1564
1,119000.0,2,4,0,137
1,119000.0,2,8,1,1569
1,121500.0,1,8,0,1584
1,121500.0,1,23,0,151
1,121532.47,1,25,0,65
1,119279.3,2,15,0,85
1,106000.0,0,17,1,213
1,106000.0,0,10,1,1535
1,121745.76,1,18,1,78
0,108500.0,1,19,1,1561
1,121800.0,1,25,1,114
1,121800.0,1,8,1,1401
1,119500.0,2,9,1,1816
1,122000.0,1,4,0,127
1,122000.0,1,8,0,137
1,122000.0,1,8,1,1613
1,122000.0,1,8,1,497
1,122000.0,1,8,1,1558
1,122000.0,1,8,0,1558
1,122000.0,1,18,0,130
1,122000.0,1,25,1,290
1,122000.0,1,8,0,115
1,122000.0,1,10,0,142
1,122000.0,1,8,1,1522
1,122000.0,1,8,1,1463
1,122000.0,1,4,0,1583
1,122000.0,1,8,1,1645
1,122000.0,1,14,0,129
1,122000.0,1,18,0,93
1,122000.0,1,8,0,162
1,122000.0,1,15,0,1582
1,122000.0,1,5,1,115
1,122000.0,1,5,1,107
1,122028.8,1,8,1,1681
1,122046.74,1,8,1,1794
1,119600.0,2,8,1,1571
1,119645.71,2,10,0,88
1,122260.0,1,15,1,73
1,122300.0,1,8,1,144
0,109000.0,1,8,0,129
0,109000.0,1,8,0,270
0,109000.0,1,10,0,176
0,109000.0,1,15,1,64
1,122340.0,1,15,1,310
1,119885.0,2,8,1,1432
1,120000.0,2,22,0,213
1,120000.0,2,10,1,1586
1,120000.0,2,17,1,232
1,120000.0,2,8,1,1739
1,120000.0,2,8,1,1533
1,120000.0,2,11,1,101
1,120000.0,2,8,1,1613
1,120000.0,2,18,0,143
1,122500.0,1,8,1,1571
1,122500.0,1,8,1,1633
1,122500.0,1,8,1,1572
1,106857.98,0,21,1,1375
1,122740.0,1,8,0,1296
1,122764.71,1,8,1,1372
0,109400.0,1,9,0,114
1,122795.97,1,8,1,1584
1,122891.16,1,8,1,1768
1,123000.0,1,8,1,336
1,123000.0,1,4,0,1205
1,123000.0,1,8,1,1646
1,123000.0,1,8,1,655
1,123000.0,1,8,0,74
1,123000.0,1,14,0,1520
1,123000.0,1,18,0,746
1,123000.0,1,10,0,1599
1,123000.0,1,18,1,1645
1,123000.0,1,8,1,85
1,123000.0,1,13,1,123
1,123000.0,1,14,0,325
1,123000.0,1,18,1,148
1,123000.0,1,8,0,1627
1,123000.0,1,14,0,1674
1,123000.0,1,8,1,148
1,123000.0,1,1,1,1586
1,123000.0,1,8,1,336
1,123000.0,1,14,1,1646
1,123000.0,1,15,1,137
1,123000.0,1,14,1,1612
1,123000.0,1,8,1,1583
1,123000.0,1,18,1,1702
1,123000.0,1,22,0,361
1,123000.0,1,22,0,140
1,123000.0,1,8,0,1794
1,123000.0,1,8,0,102
1,123000.0,1,8,1,653
1,123000.0,1,14,1,1584
1,123000.0,1,8,0,241
1,123000.0,1,8,0,1627
1,123000.0,1,8,1,1431
1,123000.0,1,5,1,94
1,123000.0,1,15,1,1554
1,123000.0,1,8,1,1738
1,123000.0,1,17,1,1634
1,123025.6,1,20,0,1222
0,103000.0,2,8,1,1709
0,103000.0,2,25,1,219
1,120700.0,2,25,1,60
1,123208.64,1,19,1,74
1,123224.04,1,18,0,157
1,123250.0,1,17,1,331
1,120800.0,2,8,1,1649
1,120934.28,2,18,0,155
0,110000.0,1,8,1,1309
0,110000.0,1,8,0,1632
1,123474.48,1,16,1,1673
1,121000.0,2,22,0,64
1,121000.0,2,22,0,185
1,121000.0,2,8,1,458
1,121000.0,2,22,0,137
1,121000.0,2,22,0,94
1,121000.0,2,18,0,106
1,121000.0,2,25,1,224
1,121000.0,2,18,0,595
1,121000.0,2,15,1,143
1,121000.0,2,18,1,148
1,121000.0,2,4,0,127
1,121000.0,2,22,1,99
1,121000.0,2,22,0,114
1,121000.0,2,22,0,144
1,121000.0,2,13,1,1558
1,121000.0,2,8,1,1382
1,121000.0,2,25,1,177
1,121000.0,2,13,1,1794
1,121000.0,2,18,1,164
1,121000.0,2,5,0,137
1,121000.0,2,10,1,164
1,121000.0,2,8,1,1522
1,121000.0,2,24,0,60
1,121000.0,2,22,0,141
1,121000.0,2,8,1,1612
1,121000.0,2,18,1,609
1,121000.0,2,10,1,1673
1,121000.0,2,17,1,240
1,121000.0,2,22,1,108
1,121000.0,2,17,1,276
1,121000.0,2,10,1,165
1,121000.0,2,22,1,135
1,121000.0,2,15,1,193
1,123483.02,1,25,1,67
1,123500.0,1,10,1,1737
1,123500.0,1,18,0,162
1,123500.0,1,18,0,122
1,123500.0,1,5,1,1589
1,123500.0,1,8,1,1605
1,123500.0,1,8,1,106
1,123502.56,1,15,0,66
1,121052.33,2,10,1,79
1,123576.0,1,14,1,1296
1,123593.09,1,8,0,1564
1,123596.0,1,15,0,1673
1,123600.0,1,19,0,1381
0,110171.01,1,18,0,1521
1,121214.6,2,18,1,1554
0,103500.0,2,22,0,114
1,123800.0,1,17,1,463
1,121319.0,2,22,0,1796
0,103562.8,2,18,0,148
1,123960.0,1,18,1,1554
1,107921.06,0,18,0,1521
1,121500.0,2,17,1,63
1,124000.0,1,10,0,1652
1,124000.0,1,5,1,1527
1,124000.0,1,17,1,199
1,124000.0,1,25,0,227
1,124000.0,1,10,1,304
1,124000.0,1,19,1,197
1,124000.0,1,25,7,114
1,124000.0,1,8,0,248
1,124000.0,1,8,0,311
1,124000.0,1,10,0,135
1,124000.0,1,10,1,1596
1,124000.0,1,19,1,786
1,124000.0,1,10,0,239
1,124000.0,1,18,1,1556
1,124000.0,1,8,1,1432
1,124000.0,1,14,1,127
1,124000.0,1,15,1,1617
1,124000.0,1,22,0,148
1,124000.0,1,10,0,1372
1,124000.0,1,15,1,1528
1,124000.0,1,8,1,168
1,124000.0,1,25,0,70
1,124000.0,1,8,0,1709
1,124000.0,1,8,1,1520
1,124000.0,1,8,1,1156
1,124000.0,1,17,1,263
1,124000.0,1,8,1,235
1,124000.0,1,14,0,156
1,124000.0,1,8,0,105
1,124000.0,1,8,0,114
1,124000.0,1,5,1,1612
1,124000.0,1,8,0,135
1,124000.0,1,8,0,1739
1,124000.0,1,8,1,116
1,124020.57,1,8,0,1794
1,108000.0,0,18,11,1558
1,108000.0,0,18,0,1554
1,108000.0,0,8,1,101
1,108000.0,0,14,1,1779
1,121600.0,2,15,0,165
1,124269.03,1,8,1,1583
0,104000.0,2,22,0,116
0,104000.0,2,18,0,109
0,110800.0,1,10,0,1562
1,124500.0,1,8,1,1564
1,124500.0,1,8,0,245
1,124500.0,1,8,0,86
1,122000.0,2,10,1,101
1,122000.0,2,8,1,1521
1,122000.0,2,8,1,1348
1,122000.0,2,8,1,1533
1,122000.0,2,7,0,127
1,122000.0,2,19,1,310
1,122000.0,2,8,1,1709
1,122000.0,2,8,1,1404
1,122000.0,2,8,0,1626
1,124563.0,1,15,1,325
0,111000.0,1,22,1,135
0,111000.0,1,1,1,267
0,111000.0,1,8,1,66
0,111000.0,1,17,1,219
0,111000.0,1,15,1,169
0,111000.0,1,4,1,224
0,111000.0,1,18,1,329
0,111000.0,1,14,1,1730
0,111000.0,1,22,0,60
0,111000.0,1,10,1,1579
0,111000.0,1,10,1,121
0,111000.0,1,18,1,185
0,111000.0,1,10,1,143
0,111000.0,1,10,0,133
0,111000.0,1,17,0,67
0,111000.0,1,22,0,60
1,124610.44,1,8,1,218
1,124655.79,1,19,1,1752
1,122155.05,2,15,0,1736
1,124700.0,1,8,1,1645
1,124794.83,1,8,1,1583
1,125000.0,1,8,1,1432
1,125000.0,1,10,0,142
1,125000.0,1,8,0,1708
1,125000.0,1,22,0,120
1,125000.0,1,15,1,129
1,125000.0,1,8,1,1556
1,125000.0,1,8,0,196
1,125000.0,1,8,0,101
1,125000.0,1,18,0,1585
1,125000.0,1,9,1,72
1,125000.0,1,18,1,189
1,125000.0,1,17,1,204
1,125000.0,1,14,0,337
1,125000.0,1,22,0,133
1,125000.0,1,25,1,151
1,125000.0,1,8,0,1676
1,125000.0,1,8,1,1555
1,125000.0,1,22,0,177
1,125000.0,1,10,0,107
1,125000.0,1,8,1,458
1,125000.0,1,8,1,1709
1,125000.0,1,10,1,1620
1,125000.0,1,8,1,1555
1,125000.0,1,8,1,1583
1,125000.0,1,8,1,94
1,125000.0,1,8,1,1382
1,125000.0,1,13,1,1332
1,125000.0,1,8,0,1796
1,125000.0,1,8,0,1619
1,125000.0,1,8,0,133
1,125000.0,1,22,0,183
1,125000.0,1,8,1,1583
1,125000.0,1,18,0,1556
1,125000.0,1,10,1,1705
1,125000.0,1,8,1,497
1,125000.0,1,14,0,1682
1,125000.0,1,8,1,456
1,125000.0,1,10,0,168
1,125000.0,1,8,0,1401
1,125000.0,1,15,1,106
1,125000.0,1,18,0,1521
1,125000.0,1,8,0,1794
1,125000.0,1,8,1,1569
1,125000.0,1,8,1,520
1,125000.0,1,15,0,81
1,125000.0,1,18,1,434
1,125000.0,1,16,1,1554
1,125057.81,1,8,0,240
1,122555.39,2,18,0,200
1,125086.75,1,8,1,388
0,111500.0,1,18,1,191
0,111500.0,1,15,1,1645
1,125200.0,1,8,0,462
1,125300.0,1,14,0,1645
1,125351.7,1,18,1,1683
0,111711.36,1,13,1,1779
1,125500.0,1,10,1,1564
1,125500.0,1,22,1,112
1,123000.0,2,18,1,1522
1,123000.0,2,18,0,93
1,123000.0,2,8,1,1204
1,123000.0,2,17,1,260
1,123000.0,2,7,1,1296
1,123000.0,2,10,0,184
1,123000.0,2,8,1,1663
1,123000.0,2,8,1,1568
1,123000.0,2,5,0,106
1,123000.0,2,18,0,1555
1,123000.0,2,8,1,144
1,123000.0,2,13,1,1612
1,123000.0,2,22,0,130
1,123000.0,2,22,0,64
1,123000.0,2,8,1,1621
1,125528.82,1,19,1,1556
0,111822.77,1,19,1,106
0,111859.1,1,8,1,168
0,105000.0,2,8,1,1613
1,123089.57,2,18,0,142
0,112000.0,1,23,1,64
0,112000.0,1,25,1,304
1,125800.0,1,25,1,107
0,112086.64,1,15,1,303
1,125848.07,1,18,0,214
1,125908.23,1,23,1,116
1,125930.05,1,15,1,367
1,125946.91,1,8,1,1554
1,126000.0,1,8,0,84
1,126000.0,1,10,0,105
1,126000.0,1,10,0,66
1,126000.0,1,8,1,1432
1,126000.0,1,22,0,121
1,126000.0,1,17,1,424
1,126000.0,1,10,1,130
1,126000.0,1,10,0,165
1,126000.0,1,18,0,128
1,126000.0,1,10,0,141
1,126000.0,1,25,0,1695
1,126000.0,1,10,1,1674
1,126000.0,1,18,1,1523
1,126000.0,1,19,1,127
1,126000.0,1,8,1,109
1,126000.0,1,8,0,116
1,126000.0,1,15,1,182
1,126000.0,1,8,1,93
1,126000.0,1,22,1,1563
1,126000.0,1,14,0,154
1,126000.0,1,10,1,1659
1,126000.0,1,14,0,142
1,126000.0,1,8,1,1528
1,126000.0,1,8,1,66
1,126000.0,1,8,0,98
1,126000.0,1,10,0,137
1,126000.0,1,8,0,464
1,126000.0,1,8,1,583
1,126000.0,1,8,1,339
1,126000.0,1,17,1,177
1,126000.0,1,15,0,1554
1,126000.0,1,8,1,1558
1,126000.0,1,22,0,163
1,126000.0,1,5,1,168
1,126000.0,1,10,0,121
1,126000.0,1,8,1,1690
1,126000.0,1,25,0,1555
1,126000.0,1,22,0,101
1,126000.0,1,14,1,1625
1,126000.0,1,10,0,1619
1,126000.0,1,8,11,1569
1,126000.0,1,18,0,64
1,126000.0,1,8,1,1526
1,126000.0,1,10,0,1569
1,126000.0,1,8,0,1705
1,126000.0,1,14,1,156
1,126000.0,1,8,0,197
1,126000.0,1,7,0,151
1,126000.0,1,25,1,65
1,126000.0,1,18,0,1774
1,126000.0,1,8,1,102
1,126000.0,1,22,1,112
1,126000.0,1,10,0,101
1,126000.0,1,13,1,959
1,126000.0,1,15,1,189
1,126000.0,1,8,1,1451
1,126000.0,1,14,0,1584
1,126000.0,1,8,0,1673
1,126000.0,1,8,0,1583
1,126000.0,1,14,1,1712
1,126000.0,1,15,1,182
1,126000.0,1,18,0,60
1,126000.0,1,8,1,1760
1,126000.0,1,8,1,380
1,126000.0,1,22,0,129
1,126000.0,1,22,0,155
1,126000.0,1,4,1,226
1,126000.0,1,5,1,1612
1,126000.0,1,8,0,389
1,126000.0,1,10,0,73
1,126000.0,1,8,1,1558
1,126000.0,1,10,0,157
1,126000.0,1,22,1,175
1,126000.0,1,18,0,100
1,126000.0,1,10,1,122
1,126000.0,1,7,0,158
1,126000.0,1,5,1,1731
1,126000.0,1,8,0,144
1,126000.0,1,8,0,92
1,126000.0,1,15,1,101
1,126000.0,1,8,0,1558
1,126000.0,1,14,0,128
1,126000.0,1,14,1,1197
1,126000.0,1,18,0,1428
1,126000.0,1,4,1,108
1,126000.0,1,8,0,64
1,126000.0,1,17,1,1582
1,126070.0,1,14,0,319
1,126072.0,1,15,1,297
1,126123.25,1,8,0,1632
1,123700.0,2,10,1,106
1,126374.14,1,18,1,163
1,110000.0,0,9,2,1705
1,126400.0,1,15,0,114
1,126444.41,1,17,0,185
1,123900.0,2,22,0,457
1,126500.0,1,10,1,150
1,126500.0,1,8,0,1676
1,123962.54,2,10,1,1619
1,123983.9,2,8,1,65
1,124000.0,2,8,1,1521
1,124000.0,2,17,1,189
1,124000.0,2,10,1,66
1,124000.0,2,8,1,1814
1,124000.0,2,9,1,1374
1,124000.0,2,8,1,1583
1,124000.0,2,8,0,343
1,124000.0,2,18,0,1520
1,126598.62,1,10,1,1737
1,126619.15,1,10,0,176
1,126680.0,1,12,1,63
1,126719.69,1,18,1,1554
0,106000.0,2,12,1,1404
0,106000.0,2,25,1,85
0,106000.0,2,10,1,70
0,106000.0,2,8,1,157
1,126824.97,1,18,0,1652
0,113000.0,1,19,1,1570
0,113000.0,1,10,1,144
0,113000.0,1,8,1,65
0,113000.0,1,18,1,112
0,113000.0,1,10,0,1585
1,126987.61,1,19,1,109
1,127000.0,1,10,0,206
1,127000.0,1,5,1,129
1,127000.0,1,18,0,107
1,127000.0,1,8,1,1653
1,127000.0,1,18,1,1645
1,127000.0,1,8,0,141
1,127000.0,1,22,0,151
1,127000.0,1,22,1,135
1,127000.0,1,8,1,1627
1,127000.0,1,15,0,290
1,127000.0,1,22,0,143
1,127000.0,1,13,1,1673
1,127000.0,1,8,1,130
1,127000.0,1,8,1,625
1,127000.0,1,22,1,1708
1,127000.0,1,14,0,295
1,127000.0,1,18,1,324
1,127000.0,1,8,0,462
1,127000.0,1,2,1,1408
1,127000.0,1,10,1,1708
1,127000.0,1,14,1,1619
1,127000.0,1,19,1,1311
1,127000.0,1,8,1,1533
1,127000.0,1,22,1,121
1,127000.0,1,8,1,1204
1,127000.0,1,8,0,151
1,127000.0,1,8,0,1558
1,127000.0,1,8,1,522
1,127000.0,1,8,0,1402
1,127000.0,1,10,1,80
1,127000.0,1,12,1,1781
1,127000.0,1,8,0,1562
1,127000.0,1,13,0,1463
1,127000.0,1,17,1,1585
1,127000.0,1,8,0,141
1,127000.0,1,18,0,134
1,127000.0,1,18,0,141
1,127000.0,1,8,0,1586
1,127000.0,1,15,0,365
1,127000.0,1,18,0,436
1,127000.0,1,8,1,98
1,127000.0,1,8,1,73
1,124500.0,2,8,1,1738
0,113300.0,1,8,1,1652
1,127311.0,1,18,1,1656
1,127323.26,1,8,1,1569
1,127368.0,1,15,0,121
1,127393.5,1,18,0,107
0,113500.0,1,22,0,128
1,127500.0,1,8,0,137
1,127500.0,1,11,1,247
1,127513.09,1,15,1,86
1,111000.0,0,9,1,1555
1,111000.0,0,19,1,175
1,125000.0,2,15,0,1785
1,125000.0,2,17,1,1656
1,125000.0,2,8,1,1682
1,125000.0,2,10,0,130
1,125000.0,2,5,1,128
1,125000.0,2,8,1,1296
1,125000.0,2,8,1,1554
1,125000.0,2,10,0,137
1,125000.0,2,8,1,1564
1,125000.0,2,22,0,114
1,125000.0,2,22,1,1710
1,125000.0,2,10,1,1653
1,125000.0,2,9,1,1673
1,125000.0,2,8,1,1695
1,125000.0,2,8,1,1558
1,125000.0,2,8,1,1296
1,125000.0,2,22,0,1649
1,125000.0,2,8,1,1814
1,125000.0,2,18,1,64
1,127702.0,1,8,0,1584
0,113800.0,1,18,1,142
1,127800.0,1,8,1,1612
1,127842.71,1,25,1,224
1,127933.21,1,18,0,72
1,127933.73,1,10,1,155
1,127937.63,1,18,0,137
1,125361.0,2,22,1,129
1,128000.0,1,8,1,1309
1,128000.0,1,8,0,155
1,128000.0,1,8,1,1564
1,128000.0,1,10,1,1688
1,128000.0,1,10,0,63
1,128000.0,1,8,1,1309
1,128000.0,1,8,1,1453
1,128000.0,1,8,0,1794
1,128000.0,1,8,1,93
1,128000.0,1,5,1,1575
1,128000.0,1,15,1,162
1,128000.0,1,7,1,1739
1,128000.0,1,14,0,157
1,128000.0,1,8,0,158
1,128000.0,1,10,1,1351
1,128000.0,1,8,1,1558
1,128000.0,1,8,1,1554
1,128000.0,1,10,1,1646
1,128000.0,1,25,0,465
1,128000.0,1,10,0,191
1,128000.0,1,8,1,1676
1,128000.0,1,16,1,1612
1,128000.0,1,8,1,1570
1,128000.0,1,8,0,210
1,128000.0,1,18,0,142
1,128000.0,1,8,0,1794
1,128000.0,1,15,1,1554
1,128000.0,1,18,1,164
1,128000.0,1,8,1,63
1,128000.0,1,8,0,221
1,128000.0,1,5,1,106
1,128000.0,1,10,0,64
1,128000.0,1,10,1,1599
1,128000.0,1,10,1,456
1,128000.0,1,5,1,1648
1,128000.0,1,10,1,114
1,128000.0,1,10,0,126
1,128000.0,1,25,0,80
1,128000.0,1,8,0,137
1,128000.0,1,8,0,248
1,128000.0,1,18,1,1737
1,128000.0,1,22,0,128
1,128000.0,1,8,1,1564
1,128000.0,1,17,1,266
1,128000.0,1,8,1,66
1,128000.0,1,2,0,1612
0,114000.0,1,8,1,1544
0,107000.0,2,22,0,1388
0,107000.0,2,8,1,1457
1,128066.3,1,15,1,179
1,128069.31,1,15,1,1786
1,128200.0,1,8,1,1571
1,128200.0,1,8,1,1526
1,128500.0,1,8,1,1558
1,128500.0,1,8,0,1676
1,128500.0,1,19,1,225
1,126000.0,2,17,0,99
1,126000.0,2,5,1,134
1,126000.0,2,22,0,119
1,126000.0,2,15,1,1676
1,126000.0,2,5,1,1318
1,126000.0,2,22,0,106
1,126000.0,2,15,1,106
1,126000.0,2,10,1,1649
1,126000.0,2,22,1,78
1,126000.0,2,10,1,71
1,126000.0,2,10,0,1556
1,126000.0,2,23,1,1771
1,126000.0,2,22,0,143
1,126000.0,2,10,1,120
1,126000.0,2,9,1,1296
1,126000.0,2,8,1,1569
1,126000.0,2,18,0,128
1,126000.0,2,22,0,114
1,126000.0,2,8,1,437
1,126000.0,2,22,0,137
1,126000.0,2,10,1,151
1,126000.0,2,8,1,483
1,126000.0,2,8,1,1556
1,126000.0,2,18,0,93
1,126000.0,2,10,1,123
1,126000.0,2,10,0,74
1,126000.0,2,15,1,63
1,126000.0,2,22,0,106
1,112000.0,0,24,1,67
1,112000.0,0,8,0,161
1,126150.0,2,18,0,67
1,126200.0,2,8,1,1432
1,128800.0,1,18,0,129
1,128921.46,1,8,1,1569
1,129000.0,1,18,0,128
1,129000.0,1,18,0,130
1,129000.0,1,10,0,102
1,129000.0,1,10,0,143
1,129000.0,1,15,1,116
1,129000.0,1,22,0,143
1,129000.0,1,8,1,231
1,129000.0,1,8,0,1296
1,129000.0,1,8,1,1719
1,129000.0,1,8,1,1626
1,129000.0,1,8,0,84
1,129000.0,1,10,1,1626
1,129000.0,1,10,1,168
1,129000.0,1,18,1,64
1,129000.0,1,8,1,434
1,129000.0,1,13,1,1554
1,129000.0,1,22,1,162
1,129000.0,1,8,1,331
1,129000.0,1,8,1,1204
1,129000.0,1,15,1,72
1,129000.0,1,8,0,1709
1,129000.0,1,9,1,1645
1,129000.0,1,8,0,72
1,129000.0,1,25,1,245
1,129000.0,1,10,0,158
1,129000.0,1,10,0,99
1,129000.0,1,8,0,252
1,129000.0,1,8,1,1654
1,129000.0,1,18,1,1431
1,129000.0,1,8,0,1626
1,129000.0,1,8,1,148
1,129000.0,1,8,1,1612
1,129000.0,1,10,0,112
1,129000.0,1,18,0,157
1,129000.0,1,8,1,1626
1,129000.0,1,8,1,1401
1,129000.0,1,8,0,1627
1,129000.0,1,8,1,1584
1,129000.0,1,8,0,141
1,129000.0,1,8,0,435
1,129000.0,1,10,1,105
1,129000.0,1,4,1,101
1,129000.0,1,14,0,1540
1,129000.0,1,8,1,392
1,129000.0,1,8,1,101
1,129000.0,1,13,1,176
1,129000.0,1,9,1,1807
1,129000.0,1,8,0,101
1,129000.0,1,8,1,1401
1,129000.0,1,25,0,121
1,129000.0,1,10,1,345
1,129000.0,1,25,0,114
1,129000.0,1,8,0,107
1,126500.0,2,9,1,655
0,115000.0,1,22,0,232
0,115000.0,1,11,0,142
0,115029.39,1,10,0,112
1,129324.0,1,18,0,506
1,126723.7,2,13,1,1516
1,129450.0,1,10,1,112
1,126875.19,2,18,0,1746
1,129500.0,1,8,0,162
1,129500.0,1,8,1,1554
1,129500.0,1,8,1,465
1,129532.55,1,8,1,1555
1,129600.0,1,8,0,283
1,127000.0,2,25,1,164
1,127000.0,2,17,1,450
1,127000.0,2,18,0,1374
1,127000.0,2,22,0,106
1,127000.0,2,22,1,65
1,127000.0,2,8,1,1561
1,127000.0,2,14,1,157
1,127000.0,2,10,1,92
1,127000.0,2,18,11,1374
1,127000.0,2,22,0,71
1,127000.0,2,5,1,1584
1,127000.0,2,15,1,1806
1,127000.0,2,18,0,141
1,129620.0,1,18,0,135
1,129700.0,1,8,1,1520
1,127100.0,2,22,0,1514
1,129821.8,1,18,1,127
1,129855.16,1,8,0,81
1,113000.0,0,18,11,137
1,129900.0,1,14,0,156
1,129966.31,1,15,1,130
1,130000.0,1,8,1,437
1,130000.0,1,18,1,71
1,130000.0,1,8,0,1554
1,130000.0,1,8,0,157
1,130000.0,1,10,0,73
1,130000.0,1,22,0,183
1,130000.0,1,8,1,1554
1,130000.0,1,10,1,1647
1,130000.0,1,8,0,241
1,130000.0,1,10,1,144
1,130000.0,1,10,0,155
1,130000.0,1,10,1,1463
1,130000.0,1,10,0,1659
1,130000.0,1,8,1,86
1,130000.0,1,8,0,252
1,130000.0,1,10,0,157
1,130000.0,1,10,1,147
1,130000.0,1,15,0,130
1,130000.0,1,8,0,269
1,130000.0,1,17,1,217
1,130000.0,1,15,1,1561
1,130000.0,1,5,1,1283
1,130000.0,1,8,1,1583
1,130000.0,1,8,1,1584
1,130000.0,1,8,1,1296
1,130000.0,1,18,0,506
1,130000.0,1,8,0,1569
1,130000.0,1,5,1,1740
1,130000.0,1,8,0,141
1,130000.0,1,8,1,1569
1,130000.0,1,10,0,129
1,130000.0,1,8,1,1464
1,130000.0,1,8,1,137
1,130000.0,1,8,1,1463
1,130000.0,1,15,1,1296
1,130000.0,1,22,0,63
1,130000.0,1,8,1,448
1,130058.77,1,18,1,275
0,108800.0,2,15,1,86
0,116000.0,1,4,1,129
0,116000.0,1,8,1,182
0,116000.0,1,8,0,1676
0,116000.0,1,8,1,1649
0,116000.0,1,15,0,1206
0,116000.0,1,10,0,133
0,116000.0,1,18,0,137
0,116000.0,1,22,1,107
1,130300.0,1,8,1,1320
1,127700.0,2,16,1,848
1,130452.82,1,8,1,351
0,109000.0,2,22,0,107
1,113500.0,0,15,1,140
1,113500.0,0,19,1,639
1,130500.0,1,17,1,365
1,130500.0,1,8,0,1401
1,130500.0,1,8,1,1465
1,130500.0,1,8,1,1569
1,130500.0,1,8,0,1569
1,130596.61,1,18,0,506
1,130600.0,1,8,1,1564
0,116300.0,1,22,0,114
1,128000.0,2,24,1,1582
1,128000.0,2,25,1,548
1,128000.0,2,15,1,1555
1,128000.0,2,8,1,1571
1,128000.0,2,18,0,65
1,128000.0,2,8,1,101
1,128000.0,2,8,1,92
1,128000.0,2,8,1,1676
1,128000.0,2,8,1,1569
1,128000.0,2,8,1,1558
1,128000.0,2,8,0,183
1,128000.0,2,18,1,214
1,128000.0,2,8,0,73
1,128000.0,2,22,0,64
1,128000.0,2,8,1,1554
1,128000.0,2,9,1,123
1,130700.0,1,17,1,494
1,130702.29,1,25,0,113
1,130777.45,1,18,0,151
0,101000.0,0,4,0,220
0,101000.0,0,5,1,1311
0,101000.0,0,25,11,1304
1,128300.0,2,18,1,1719
1,131000.0,1,25,0,66
1,131000.0,1,9,0,102
1,131000.0,1,15,1,1585
1,131000.0,1,10,0,1296
1,131000.0,1,18,0,506
1,131000.0,1,16,1,877
1,131000.0,1,8,1,1432
1,131000.0,1,18,0,63
1,131000.0,1,22,1,85
1,131000.0,1,17,1,199
1,131000.0,1,15,0,122
1,131000.0,1,18,0,64
1,131000.0,1,14,0,302
1,131000.0,1,18,0,197
1,131000.0,1,17,1,240
1,131000.0,1,8,1,1731
1,131000.0,1,8,0,220
1,131000.0,1,8,0,113
1,131000.0,1,13,1,1592
1,131000.0,1,10,0,63
1,131000.0,1,15,1,240
1,131000.0,1,15,0,64
1,131000.0,1,8,1,65
1,131000.0,1,25,1,141
1,131000.0,1,22,0,168
1,131000.0,1,8,1,1649
1,131000.0,1,19,0,156
1,131000.0,1,8,0,1583
1,131000.0,1,14,1,1571
1,131000.0,1,8,1,430
1,131000.0,1,10,1,64
1,131000.0,1,5,1,1758
1,131000.0,1,8,0,1432
1,131000.0,1,8,1,1652
1,131000.0,1,8,0,102
1,131000.0,1,10,0,134
1,131000.0,1,22,0,107
1,131000.0,1,12,1,137
1,131000.0,1,8,1,116
1,131000.0,1,8,1,248
1,131000.0,1,22,0,140
1,131000.0,1,22,0,155
1,131000.0,1,8,1,1348
1,131000.0,1,18,0,100
1,131000.0,1,22,0,94
1,131000.0,1,15,1,1520
1,131000.0,1,17,1,122
1,131000.0,1,18,0,128
1,131000.0,1,10,1,1782
1,131000.0,1,14,1,1589
1,131000.0,1,8,1,1269
1,131000.0,1,8,1,1432
1,131000.0,1,10,0,115
1,131000.0,1,10,0,155
1,131000.0,1,15,0,157
1,131000.0,1,8,1,1417
1,131000.0,1,19,1,239
1,131000.0,1,8,0,65
1,131000.0,1,10,1,1794
1,131000.0,1,10,0,1599
1,131000.0,1,25,0,308
1,131000.0,1,5,1,95
1,131000.0,1,15,1,63
1,131000.0,1,8,0,497
1,131000.0,1,8,1,1522
1,131000.0,1,19,0,191
