situacao_na_venda,val_avaliacao,segmento,UF,Tipo_de_imovel,dias_ate_ser_vendido
1,151000.0,1,25,0,297
1,151000.0,1,18,1,189
1,151000.0,1,10,0,162
1,151000.0,1,22,0,193
1,151000.0,1,10,0,157
1,151000.0,1,10,1,142
1,151000.0,1,22,0,148
1,151000.0,1,25,0,275
1,151000.0,1,7,0,63
1,151000.0,1,17,1,191
1,151000.0,1,22,0,158
1,151000.0,1,23,1,358
1,151000.0,1,15,0,126
1,151000.0,1,18,0,127
1,151000.0,1,15,0,140
1,151000.0,1,5,1,1568
1,151000.0,1,10,0,141
1,151000.0,1,4,1,86
1,151000.0,1,8,0,65
1,151000.0,1,22,0,129
1,151000.0,1,8,0,473
1,151000.0,1,8,1,1612
1,151000.0,1,18,1,115
1,151000.0,1,9,0,1624
1,151000.0,1,10,0,122
1,151000.0,1,22,1,70
1,151000.0,1,10,0,130
1,151000.0,1,25,1,122
1,151000.0,1,18,0,193
1,151000.0,1,22,0,64
1,151000.0,1,23,0,135
1,151000.0,1,10,0,108
1,151000.0,1,22,0,171
1,151000.0,1,18,0,121
1,151000.0,1,8,0,127
1,151000.0,1,25,0,63
1,151000.0,1,8,0,65
1,151000.0,1,25,1,135
1,151000.0,1,15,0,122
1,151000.0,1,8,1,175
1,151000.0,1,18,0,66
1,151000.0,1,8,1,73
1,151000.0,1,10,0,98
1,151000.0,1,10,0,141
1,151000.0,1,10,0,115
1,151000.0,1,10,0,123
1,151000.0,1,10,2,126
1,151000.0,1,10,1,64
1,151000.0,1,5,1,108
1,151000.0,1,25,1,189
1,151000.0,1,10,1,112
1,151000.0,1,18,0,203
1,151000.0,1,22,1,101
1,151054.0,1,25,0,337
1,148000.0,2,23,0,86
1,148000.0,2,10,1,190
1,148000.0,2,22,0,106
1,148000.0,2,13,1,112
1,148000.0,2,10,1,1565
1,148000.0,2,25,1,178
1,148000.0,2,18,1,1596
1,148000.0,2,8,1,129
1,148000.0,2,10,1,129
1,148000.0,2,18,1,1374
1,148000.0,2,17,0,1443
0,134369.73,1,10,0,183
0,126000.0,2,10,1,144
0,126000.0,2,22,0,112
0,126000.0,2,15,1,1599
0,126000.0,2,22,0,140
1,151254.54,1,10,0,126
1,151442.0,1,15,0,86
1,151486.0,1,8,0,101
1,151499.0,1,8,1,497
1,151500.0,1,25,0,107
1,151647.02,1,8,0,133
1,151700.0,1,22,0,116
1,151800.0,1,8,0,172
0,135000.0,1,22,0,134
0,135000.0,1,22,0,142
0,135000.0,1,18,1,186
0,135000.0,1,10,0,169
1,151887.97,1,18,1,1561
1,151900.0,1,15,1,115
1,148822.9,2,22,1,261
0,135096.47,1,15,0,336
1,152000.0,1,18,0,141
1,152000.0,1,18,0,162
1,152000.0,1,18,0,137
1,152000.0,1,10,1,93
1,152000.0,1,25,1,86
1,152000.0,1,18,0,177
1,152000.0,1,5,1,309
1,152000.0,1,10,0,107
1,152000.0,1,18,0,135
1,152000.0,1,25,0,1499
1,152000.0,1,8,1,465
1,152000.0,1,10,0,128
1,152000.0,1,13,1,137
1,152000.0,1,8,1,1432
1,152000.0,1,23,0,343
1,152000.0,1,23,7,141
1,152000.0,1,10,0,156
1,152000.0,1,10,0,148
1,152000.0,1,7,0,121
1,152000.0,1,18,0,129
1,152000.0,1,25,0,165
1,152000.0,1,11,1,155
1,152000.0,1,15,0,95
1,132000.0,0,8,1,105
1,132000.0,0,18,0,1520
1,149000.0,2,18,0,94
1,149000.0,2,18,0,198
1,149000.0,2,22,1,1743
1,149000.0,2,11,1,1712
1,149000.0,2,10,0,108
1,149000.0,2,25,1,322
1,149000.0,2,18,0,85
1,149000.0,2,18,1,1690
1,149000.0,2,22,1,416
1,152118.56,1,8,0,109
0,135300.0,1,17,1,351
0,126900.0,2,22,0,179
1,152300.0,1,22,0,144
1,152347.53,1,25,1,220
0,127000.0,2,11,1,98
0,127000.0,2,22,0,143
0,127000.0,2,10,0,107
1,152500.0,1,10,0,106
1,152500.0,1,10,0,122
1,152500.0,1,15,1,1554
1,152500.0,1,10,0,185
1,152500.0,1,8,0,182
1,132400.0,0,18,1,112
1,149400.0,2,22,1,1683
1,149500.0,2,22,0,161
1,149500.0,2,10,1,84
1,152650.0,1,18,0,141
1,152708.05,1,18,0,291
1,152725.12,1,18,0,143
1,132728.45,0,18,9,129
1,152895.73,1,8,0,276
1,153000.0,1,18,0,144
1,153000.0,1,18,0,78
1,153000.0,1,5,1,66
1,153000.0,1,18,0,129
1,153000.0,1,18,0,162
1,153000.0,1,17,0,182
1,153000.0,1,13,1,1620
1,153000.0,1,17,0,340
1,153000.0,1,23,0,60
1,153000.0,1,10,0,121
1,153000.0,1,18,0,154
1,153000.0,1,10,1,550
1,153000.0,1,5,1,63
1,153000.0,1,10,0,123
1,153000.0,1,17,0,456
1,153000.0,1,8,0,190
1,153000.0,1,22,1,112
1,153000.0,1,23,0,121
1,153000.0,1,8,1,137
1,153000.0,1,18,0,155
1,153000.0,1,22,0,102
1,153000.0,1,17,0,128
1,153000.0,1,11,1,164
1,153000.0,1,10,0,72
1,153000.0,1,18,0,67
1,153000.0,1,22,0,134
1,153000.0,1,10,0,147
1,153000.0,1,18,0,144
1,153000.0,1,10,1,178
1,153000.0,1,8,1,192
1,153000.0,1,25,0,302
1,153000.0,1,18,0,162
1,153000.0,1,18,1,471
1,153000.0,1,25,1,178
1,153000.0,1,22,0,79
1,153000.0,1,5,0,183
1,153000.0,1,10,0,105
1,153000.0,1,18,0,105
1,153000.0,1,22,0,107
1,153000.0,1,25,1,457
1,153000.0,1,10,0,143
1,153000.0,1,18,0,100
1,153000.0,1,25,0,1800
0,136000.0,1,15,1,309
0,136000.0,1,18,1,148
0,136000.0,1,8,1,1719
0,136000.0,1,8,0,386
0,136000.0,1,14,0,294
0,136000.0,1,19,1,1704
0,136000.0,1,22,0,190
0,136000.0,1,25,0,253
0,136000.0,1,10,1,185
0,136000.0,1,10,0,179
0,136000.0,1,18,1,157
0,136000.0,1,17,1,178
0,136000.0,1,10,0,123
0,136000.0,1,10,0,130
0,136000.0,1,10,0,148
0,136000.0,1,17,1,651
0,136000.0,1,22,0,142
0,136000.0,1,18,1,157
0,136000.0,1,19,1,1705
0,136000.0,1,22,0,99
0,136000.0,1,10,0,185
0,136000.0,1,22,0,156
0,136000.0,1,10,0,155
0,136000.0,1,17,1,219
0,136000.0,1,25,1,135
0,136000.0,1,17,1,1523
1,153090.0,1,18,0,67
1,153100.0,1,8,1,1463
1,150000.0,2,0,1,1296
1,150000.0,2,8,1,448
1,150000.0,2,25,1,380
1,150000.0,2,24,1,1584
1,150000.0,2,10,0,182
1,133000.0,0,18,0,109
1,133000.0,0,22,11,297
1,133000.0,0,8,1,1375
1,133000.0,0,8,1,297
1,133000.0,0,8,1,98
0,127700.0,2,8,1,318
0,118000.0,0,22,0,144
0,136400.0,1,10,0,155
1,153500.0,1,19,0,284
1,153500.0,1,8,0,64
1,153500.0,1,18,0,157
1,153500.0,1,5,1,66
1,153500.0,1,10,1,72
0,136500.0,1,22,1,114
0,128000.0,2,8,1,248
1,133500.0,0,18,0,88
1,153847.0,1,25,0,130
1,153848.59,1,11,1,102
1,150745.22,2,18,0,143
1,153900.0,1,22,0,105
1,133600.0,0,15,1,1604
1,154000.0,1,10,1,137
1,154000.0,1,18,0,1528
1,154000.0,1,10,0,63
1,154000.0,1,25,0,98
1,154000.0,1,11,1,80
1,154000.0,1,18,0,105
1,154000.0,1,23,0,168
1,154000.0,1,10,0,1376
1,154000.0,1,10,0,121
1,154000.0,1,18,0,178
1,154000.0,1,22,0,182
1,154000.0,1,15,0,78
1,154000.0,1,10,0,63
1,154000.0,1,22,0,113
1,154000.0,1,18,1,1619
1,154000.0,1,25,1,165
1,154000.0,1,22,0,157
1,154000.0,1,10,0,155
1,154000.0,1,18,0,134
1,154000.0,1,10,0,157
1,154000.0,1,18,0,140
1,154000.0,1,17,1,442
1,154000.0,1,18,1,133
1,154000.0,1,5,1,189
1,154000.0,1,18,0,78
1,154000.0,1,10,1,183
1,154000.0,1,10,0,121
1,154000.0,1,8,1,155
0,137000.0,1,19,1,1589
0,137000.0,1,22,0,93
0,137000.0,1,8,1,1558
0,137000.0,1,22,0,70
0,137000.0,1,8,0,1558
0,137000.0,1,8,1,1614
1,151000.0,2,18,0,64
1,151000.0,2,22,0,134
1,151000.0,2,10,1,213
1,151000.0,2,11,1,70
1,151000.0,2,4,0,1296
1,151000.0,2,25,1,121
1,151000.0,2,10,1,86
1,151000.0,2,10,0,148
1,151000.0,2,25,1,1627
1,151000.0,2,22,0,184
1,151000.0,2,22,0,64
1,151000.0,2,18,1,157
1,151000.0,2,8,1,184
1,151000.0,2,22,0,112
1,151000.0,2,10,1,100
1,151000.0,2,22,0,162
1,151000.0,2,10,0,156
1,151000.0,2,23,1,85
1,151000.0,2,18,0,64
1,151000.0,2,4,0,882
1,151000.0,2,18,1,1724
1,151000.0,2,18,0,86
1,151000.0,2,18,1,1645
1,151000.0,2,18,0,151
1,151000.0,2,25,1,359
1,151000.0,2,23,0,148
0,128500.0,2,17,1,305
1,151100.0,2,11,1,107
1,151204.86,2,17,1,609
1,134000.0,0,22,0,63
1,154600.0,1,22,1,154
1,154608.87,1,18,0,162
1,151444.79,2,25,0,1375
0,128826.5,2,18,1,1547
1,154702.37,1,8,1,298
0,137553.95,1,8,0,137
0,119000.0,0,22,11,259
1,154811.94,1,18,0,164
0,129000.0,2,10,0,64
0,129000.0,2,22,0,107
1,154856.46,1,8,1,465
1,134434.7,0,15,0,1522
1,154950.0,1,15,0,198
1,155000.0,1,18,0,95
1,155000.0,1,10,0,165
1,155000.0,1,23,1,80
1,155000.0,1,22,0,60
1,155000.0,1,18,1,1773
1,155000.0,1,8,1,140
1,155000.0,1,15,0,154
1,155000.0,1,17,0,260
1,155000.0,1,18,0,1555
1,155000.0,1,10,0,147
1,155000.0,1,25,0,177
1,155000.0,1,10,0,92
1,155000.0,1,17,0,186
1,155000.0,1,8,1,115
1,155000.0,1,10,0,74
1,155000.0,1,22,0,179
1,155000.0,1,10,0,176
1,155096.0,1,25,0,121
1,152000.0,2,25,1,64
1,152000.0,2,22,1,65
1,152000.0,2,7,1,1704
1,152000.0,2,8,1,1570
1,152000.0,2,8,1,150
1,152000.0,2,18,0,1432
1,152000.0,2,22,0,108
1,152000.0,2,5,1,1673
1,152000.0,2,8,1,1465
1,152000.0,2,18,0,295
1,152000.0,2,25,1,72
0,138000.0,1,10,0,94
0,138000.0,1,8,0,1569
0,138000.0,1,17,1,162
0,138000.0,1,10,1,1647
0,138000.0,1,10,1,119
0,138000.0,1,25,0,254
0,138000.0,1,25,1,65
0,138000.0,1,22,0,101
0,138000.0,1,18,0,112
0,138000.0,1,5,1,317
0,138000.0,1,8,0,469
0,138000.0,1,25,0,101
1,155395.0,1,10,1,1647
1,155400.0,1,10,0,107
1,155411.86,1,25,0,74
1,155424.0,1,10,0,64
1,152344.91,2,18,10,148
1,155588.6,1,15,1,178
1,155605.34,1,8,1,137
1,152417.25,2,18,1,127
0,138300.0,1,10,0,158
1,152500.0,2,18,0,164
1,152600.0,2,18,0,121
1,155800.0,1,18,1,304
0,138500.0,1,22,0,151
1,155919.97,1,8,1,198
0,138600.0,1,22,0,147
1,152800.0,2,10,0,1736
1,156000.0,1,22,0,134
1,156000.0,1,10,0,137
1,156000.0,1,10,1,1582
1,156000.0,1,22,0,102
1,156000.0,1,8,1,322
1,156000.0,1,10,1,112
1,156000.0,1,18,0,93
1,156000.0,1,17,1,184
1,156000.0,1,8,0,274
1,156000.0,1,10,0,155
1,156000.0,1,10,0,147
1,156000.0,1,8,0,79
1,156000.0,1,7,0,144
1,156000.0,1,8,1,456
1,156000.0,1,5,1,151
1,156000.0,1,10,0,127
1,156000.0,1,7,0,1513
1,156000.0,1,25,1,267
1,156000.0,1,22,0,133
1,156000.0,1,8,0,437
1,156000.0,1,22,0,85
1,156000.0,1,25,0,60
1,156000.0,1,10,1,1731
1,156000.0,1,5,1,196
1,156000.0,1,22,0,155
1,156000.0,1,10,0,112
1,156000.0,1,18,0,129
1,156000.0,1,18,1,1403
1,156000.0,1,10,0,151
1,156000.0,1,5,1,71
1,156000.0,1,10,0,169
1,156000.0,1,22,0,95
1,156000.0,1,23,1,130
1,156000.0,1,23,0,121
1,156000.0,1,18,1,1414
1,156000.0,1,18,0,105
1,156000.0,1,25,0,142
1,156000.0,1,25,0,1576
1,156000.0,1,18,0,107
1,156000.0,1,10,0,64
1,156000.0,1,10,1,147
1,156000.0,1,18,0,198
1,156000.0,1,10,0,112
1,156000.0,1,10,0,72
1,156000.0,1,22,0,185
1,156000.0,1,23,0,102
1,156000.0,1,23,1,183
1,156000.0,1,10,1,424
1,156000.0,1,25,0,151
1,156000.0,1,9,1,1698
1,156000.0,1,25,0,113
1,156000.0,1,18,0,1432
1,156000.0,1,10,0,122
1,156000.0,1,10,1,189
1,156000.0,1,5,1,302
1,156000.0,1,10,0,108
1,156000.0,1,5,1,207
1,156000.0,1,8,1,252
1,156000.0,1,8,1,162
1,156000.0,1,25,1,64
1,156000.0,1,25,1,172
1,156000.0,1,19,1,64
1,156000.0,1,8,0,127
1,156000.0,1,22,1,130
1,156000.0,1,22,1,183
1,156000.0,1,23,1,121
1,156000.0,1,18,0,107
1,156000.0,1,8,1,1383
1,156000.0,1,10,1,128
1,156000.0,1,17,1,123
1,156000.0,1,8,1,269
1,156000.0,1,8,1,105
1,156000.0,1,8,0,147
1,156000.0,1,8,0,196
1,156000.0,1,25,0,93
1,156000.0,1,18,1,161
1,156000.0,1,22,1,95
1,156000.0,1,25,0,329
1,156000.0,1,8,0,63
1,156000.0,1,22,0,105
1,156000.0,1,22,1,129
1,156000.0,1,10,0,114
1,156000.0,1,18,0,137
1,156000.0,1,15,0,128
1,156000.0,1,10,0,105
1,156000.0,1,10,0,178
1,156000.0,1,17,1,157
1,156000.0,1,22,0,73
1,156000.0,1,10,0,105
1,156000.0,1,22,0,60
1,156000.0,1,17,0,267
1,156000.0,1,10,0,480
1,156000.0,1,25,1,456
1,156000.0,1,5,1,71
1,156000.0,1,23,1,148
1,156000.0,1,22,0,114
1,152802.87,2,25,0,148
1,156019.96,1,8,1,343
0,130000.0,2,18,0,213
1,156120.06,1,18,0,219
1,135500.0,0,18,0,1767
0,138800.0,1,22,0,179
1,153000.0,2,18,1,1646
1,153000.0,2,15,1,189
1,153000.0,2,22,0,93
1,153000.0,2,17,1,450
1,153000.0,2,5,1,161
1,153000.0,2,15,1,323
1,153000.0,2,10,1,64
1,153000.0,2,18,0,71
1,153000.0,2,18,1,129
1,153000.0,2,18,0,144
1,156275.49,1,18,0,305
1,156300.0,1,18,0,65
0,139000.0,1,10,1,109
0,139000.0,1,10,1,127
0,139000.0,1,4,0,64
0,139000.0,1,10,0,108
0,139000.0,1,22,1,161
0,139000.0,1,17,0,100
0,139000.0,1,10,0,123
0,139056.53,1,10,1,86
0,130349.41,2,1,1,1715
1,156500.0,1,17,0,270
1,156500.0,1,18,0,1779
1,156500.0,1,22,0,158
1,156500.0,1,10,0,1541
0,130500.0,2,10,1,158
1,156685.47,1,18,1,196
1,136000.0,0,18,0,1786
1,136000.0,0,15,11,1136
1,136000.0,0,8,1,338
1,136000.0,0,8,1,326
1,136000.0,0,14,0,106
1,153500.0,2,18,1,115
1,156800.0,1,8,1,444
0,139423.0,1,18,1,156
0,139500.0,1,10,1,189
1,157000.0,1,17,1,107
1,157000.0,1,18,0,112
1,157000.0,1,18,0,1708
1,157000.0,1,17,1,487
1,157000.0,1,22,1,169
1,157000.0,1,8,0,65
1,157000.0,1,6,0,1635
1,157000.0,1,22,0,123
1,157000.0,1,10,0,64
1,157000.0,1,25,0,129
1,157000.0,1,10,0,113
1,157000.0,1,18,0,1690
1,157000.0,1,22,0,140
1,157000.0,1,10,0,186
1,157000.0,1,10,0,64
1,157000.0,1,15,1,64
1,157000.0,1,10,0,109
1,157000.0,1,18,0,119
1,157000.0,1,22,0,112
1,157000.0,1,18,0,134
1,157000.0,1,18,0,141
1,157000.0,1,25,0,112
1,157000.0,1,18,0,102
1,157000.0,1,15,1,158
1,157000.0,1,5,1,66
1,157000.0,1,22,1,1612
1,157000.0,1,17,0,113
1,157000.0,1,10,1,155
1,157000.0,1,22,0,137
1,157000.0,1,8,1,116
1,157000.0,1,8,1,71
1,157000.0,1,13,1,1570
1,153800.0,2,18,1,1654
0,139541.36,1,10,0,63
1,136312.0,0,15,1,1375
1,157119.25,1,25,0,198
1,153943.8,2,15,0,199
1,153950.68,2,15,1,436
1,154000.0,2,22,0,134
1,154000.0,2,8,1,1387
1,154000.0,2,25,1,303
1,154000.0,2,17,0,585
0,131000.0,2,22,1,122
0,131000.0,2,22,0,178
0,131000.0,2,25,0,128
0,131000.0,2,8,1,1583
0,131000.0,2,17,1,400
0,131000.0,2,18,0,121
0,131000.0,2,18,0,204
1,157300.0,1,8,0,74
1,157333.99,1,18,0,115
0,121000.0,0,18,11,112
0,121000.0,0,8,1,1704
0,121000.0,0,18,11,141
1,157500.0,1,15,0,122
1,157500.0,1,10,1,1646
1,157500.0,1,23,0,128
0,140000.0,1,10,0,105
0,140000.0,1,8,1,1569
0,140000.0,1,22,0,130
0,140000.0,1,10,0,105
0,140000.0,1,4,1,226
0,140000.0,1,10,0,129
0,140000.0,1,22,0,161
0,140000.0,1,22,0,105
1,157600.0,1,17,0,294
1,157637.55,1,15,1,1604
1,157641.87,1,5,1,1624
1,157700.0,1,17,1,669
1,136859.78,0,15,11,337
1,157744.08,1,8,0,249
1,154608.1,2,18,1,1403
1,137000.0,0,17,0,1803
1,137000.0,0,18,1,1583
1,137000.0,0,18,1,108
1,137000.0,0,8,1,1374
1,137000.0,0,10,0,107
1,137000.0,0,5,1,1803
1,137000.0,0,0,1,1676
1,137000.0,0,10,0,1619
0,140300.0,1,10,0,190
1,158000.0,1,25,0,154
1,158000.0,1,10,1,137
1,158000.0,1,18,1,1722
1,158000.0,1,18,1,127
1,158000.0,1,10,0,1555
1,158000.0,1,10,0,1659
1,158000.0,1,22,0,133
1,158000.0,1,10,0,114
1,158000.0,1,10,0,127
1,158000.0,1,18,0,112
1,158000.0,1,18,0,1649
1,158000.0,1,18,0,65
1,158000.0,1,8,1,162
1,158000.0,1,5,1,73
1,158000.0,1,4,0,1389
1,158000.0,1,10,0,147
1,158000.0,1,15,1,65
1,158000.0,1,25,0,463
1,158000.0,1,18,1,1563
1,158000.0,1,10,0,128
1,158000.0,1,8,1,196
1,158000.0,1,25,0,400
1,158000.0,1,4,1,108
1,158000.0,1,22,1,141
1,158000.0,1,18,0,141
1,158000.0,1,18,0,158
1,158000.0,1,18,1,1737
1,158000.0,1,18,0,469
1,158015.0,1,18,0,140
1,154800.0,2,22,0,245
1,158100.0,1,8,0,276
1,155000.0,2,22,1,71
1,155000.0,2,18,0,1614
1,155000.0,2,10,0,130
1,155000.0,2,10,1,184
1,155000.0,2,13,1,1583
1,155000.0,2,18,0,1374
1,155000.0,2,8,0,1571
1,155000.0,2,25,1,1675
1,158500.0,1,18,0,64
0,132000.0,2,8,1,1555
1,137563.93,0,24,1,1613
1,158674.23,1,10,0,317
0,141000.0,1,22,0,116
0,141000.0,1,22,0,107
0,141000.0,1,15,1,323
0,141000.0,1,15,0,85
0,141000.0,1,22,0,214
0,141000.0,1,5,1,116
0,141000.0,1,10,0,126
0,141000.0,1,22,0,60
0,141000.0,1,22,0,123
0,141000.0,1,10,0,121
0,141000.0,1,10,1,107
0,141000.0,1,22,0,128
0,141000.0,1,10,0,85
0,141000.0,1,10,0,169
0,141000.0,1,22,0,154
0,141000.0,1,22,0,163
0,141000.0,1,22,0,121
0,141000.0,1,22,1,109
0,141000.0,1,22,0,86
0,141000.0,1,11,1,141
0,141000.0,1,8,0,1719
0,141000.0,1,10,1,171
0,141000.0,1,10,0,107
0,141000.0,1,10,1,64
0,141000.0,1,22,0,168
0,141000.0,1,23,1,63
0,141000.0,1,10,0,168
0,141000.0,1,22,0,225
0,141000.0,1,22,0,168
0,141000.0,1,22,0,114
0,141000.0,1,22,0,121
0,141000.0,1,10,0,63
0,141000.0,1,15,1,112
0,141000.0,1,22,0,112
0,141000.0,1,8,0,74
0,141000.0,1,14,0,199
1,155500.0,2,8,1,1571
0,122000.0,0,18,0,595
0,122000.0,0,10,11,1677
1,158800.0,1,8,0,171
1,158800.0,1,8,0,218
1,158916.07,1,15,0,151
1,158938.15,1,18,1,144
1,159000.0,1,5,0,238
1,159000.0,1,17,1,165
1,159000.0,1,19,1,282
1,159000.0,1,4,1,255
1,159000.0,1,18,0,133
1,159000.0,1,10,0,106
1,159000.0,1,17,1,1584
1,159000.0,1,10,0,63
1,159000.0,1,17,0,157
1,159000.0,1,17,0,214
1,159000.0,1,18,0,133
1,159000.0,1,10,0,130
1,159000.0,1,10,0,94
1,159000.0,1,18,1,112
1,159000.0,1,8,0,184
1,159000.0,1,18,0,106
1,159000.0,1,17,0,414
1,159000.0,1,18,0,112
1,159000.0,1,23,0,123
1,159000.0,1,25,0,189
1,159000.0,1,22,0,120
1,159000.0,1,22,0,123
1,159000.0,1,18,0,64
1,159000.0,1,8,1,147
1,159000.0,1,10,0,122
1,159000.0,1,10,1,112
1,159000.0,1,18,0,64
1,159000.0,1,10,0,134
1,159000.0,1,17,0,141
1,159000.0,1,10,0,130
1,159000.0,1,8,1,156
1,159000.0,1,18,0,141
1,159000.0,1,15,1,472
1,159000.0,1,18,1,1759
1,138000.0,0,7,0,1323
1,138000.0,0,18,0,1521
1,138000.0,0,9,1,1810
1,138000.0,0,8,1,1296
1,138000.0,0,10,0,141
1,159093.15,1,18,0,323
1,159100.0,1,10,0,105
1,159175.6,1,25,0,116
1,159200.0,1,22,0,78
1,159207.54,1,18,0,263
0,141500.0,1,10,0,164
0,141500.0,1,15,1,102
1,156000.0,2,12,1,1040
1,156000.0,2,25,1,70
1,156000.0,2,17,0,102
1,156000.0,2,17,0,1606
1,156000.0,2,8,0,1571
1,156000.0,2,23,1,156
1,156000.0,2,22,0,133
1,156000.0,2,18,0,1562
1,156000.0,2,18,0,148
1,156000.0,2,22,0,141
1,156000.0,2,22,0,77
1,156000.0,2,22,1,182
1,156000.0,2,10,0,182
1,156000.0,2,18,1,1715
1,156000.0,2,10,0,112
1,156000.0,2,15,1,64
1,156000.0,2,10,1,74
1,156000.0,2,18,1,122
1,159347.97,1,18,0,66
1,159500.0,1,17,1,143
1,159500.0,1,25,1,1696
1,156350.0,2,11,1,186
1,159641.07,1,25,0,457
0,133000.0,2,22,0,137
1,159761.57,1,22,1,318
1,159800.0,1,22,0,178
1,159800.0,1,22,0,151
0,142000.0,1,10,0,112
0,142000.0,1,10,1,119
0,142000.0,1,8,1,459
0,142000.0,1,11,0,1731
0,142000.0,1,4,0,182
0,142000.0,1,22,1,185
0,142000.0,1,8,1,154
0,142000.0,1,10,0,133
1,160000.0,1,10,0,63
1,160000.0,1,22,1,1528
1,160000.0,1,22,0,74
1,160000.0,1,5,1,155
1,160000.0,1,25,0,164
1,160000.0,1,8,1,92
1,160000.0,1,17,1,486
1,160000.0,1,22,0,94
1,160000.0,1,17,1,1523
1,160000.0,1,8,0,497
1,160000.0,1,7,0,189
1,160000.0,1,18,0,66
1,160000.0,1,25,0,1439
1,160000.0,1,17,1,228
1,160000.0,1,13,1,1585
1,160000.0,1,10,0,106
1,160000.0,1,18,0,112
1,160000.0,1,18,0,1555
1,160000.0,1,18,0,98
1,160000.0,1,17,1,211
1,160000.0,1,22,0,70
1,160000.0,1,22,0,112
1,160000.0,1,8,1,1585
1,160000.0,1,10,0,133
1,160000.0,1,13,1,154
1,139000.0,0,13,1,185
1,139000.0,0,15,1,191
1,139000.0,0,18,0,93
0,142404.8,1,17,1,203
1,157000.0,2,17,0,179
1,157000.0,2,10,1,114
1,157000.0,2,18,0,137
1,157000.0,2,18,1,1704
1,157000.0,2,8,1,1543
0,142500.0,1,8,0,1583
1,160430.82,1,10,0,109
1,157137.5,2,18,1,129
1,160500.0,1,6,0,70
0,143000.0,1,10,0,176
0,143000.0,1,10,0,106
0,143000.0,1,22,0,165
0,143000.0,1,10,0,154
0,143000.0,1,22,0,176
0,143000.0,1,8,0,100
0,143000.0,1,10,0,63
0,143000.0,1,18,0,60
0,143000.0,1,10,0,158
1,161000.0,1,18,1,1674
1,161000.0,1,25,0,121
1,161000.0,1,25,0,70
1,161000.0,1,25,0,182
1,161000.0,1,25,1,74
1,161000.0,1,22,0,64
1,161000.0,1,22,1,93
1,161000.0,1,18,1,520
1,161000.0,1,10,0,114
1,161000.0,1,10,0,155
1,161000.0,1,18,1,491
1,161000.0,1,23,0,137
1,161000.0,1,15,0,151
1,161000.0,1,25,0,176
1,161000.0,1,4,0,1296
1,161000.0,1,8,1,106
1,161000.0,1,10,0,112
1,161000.0,1,23,0,87
1,161000.0,1,10,0,150
1,161000.0,1,22,0,120
1,161000.0,1,25,0,137
1,161000.0,1,10,0,63
1,161000.0,1,18,0,140
1,161000.0,1,10,0,107
1,161000.0,1,22,0,128
1,161000.0,1,25,0,189
1,161000.0,1,10,0,196
1,161000.0,1,23,0,105
1,161000.0,1,22,0,162
1,161000.0,1,22,0,87
1,161000.0,1,8,1,101
1,161000.0,1,23,0,71
1,161000.0,1,22,1,115
1,161000.0,1,25,0,115
1,161000.0,1,10,0,108
1,161000.0,1,18,0,157
1,161000.0,1,25,0,79
1,161000.0,1,25,0,108
1,161000.0,1,8,0,113
1,161000.0,1,6,0,74
1,161000.0,1,18,1,157
1,161000.0,1,10,0,100
1,161000.0,1,23,1,71
1,161000.0,1,15,1,98
1,161000.0,1,25,0,493
1,161000.0,1,8,0,65
1,161000.0,1,18,0,137
1,161000.0,1,10,1,1449
1,161000.0,1,18,1,105
1,161000.0,1,10,0,155
1,161000.0,1,15,0,154
1,161000.0,1,22,0,182
1,161000.0,1,17,1,191
1,161000.0,1,10,0,144
1,161000.0,1,10,1,144
1,161000.0,1,18,1,142
1,161000.0,1,11,1,162
1,161000.0,1,17,0,100
1,161000.0,1,18,1,1583
1,161000.0,1,22,0,106
1,161000.0,1,10,0,133
1,161000.0,1,15,1,129
1,161000.0,1,8,0,65
1,161000.0,1,25,0,128
1,161000.0,1,22,1,297
1,161000.0,1,22,0,108
1,161000.0,1,22,1,162
1,161000.0,1,5,1,108
1,161000.0,1,22,1,147
1,161000.0,1,18,0,105
1,161000.0,1,25,0,310
1,161000.0,1,25,0,253
1,161000.0,1,18,0,240
1,161000.0,1,17,1,240
1,161000.0,1,25,0,101
1,161000.0,1,8,1,1794
1,161000.0,1,22,0,162
1,161000.0,1,10,1,106
1,161000.0,1,10,1,130
1,161000.0,1,18,1,112
1,161000.0,1,25,0,175
1,161000.0,1,10,1,1816
1,161000.0,1,18,0,137
1,161000.0,1,18,0,143
1,161000.0,1,18,0,112
1,161000.0,1,18,1,1358
1,161000.0,1,22,1,135
1,161000.0,1,10,0,182
1,161000.0,1,22,1,109
1,161000.0,1,8,1,182
1,161000.0,1,25,0,99
1,161000.0,1,10,0,143
1,161000.0,1,18,0,64
1,161000.0,1,10,0,108
1,161000.0,1,25,1,318
1,161000.0,1,18,0,130
1,161000.0,1,17,0,386
1,161000.0,1,22,0,92
1,161000.0,1,10,0,150
1,161000.0,1,18,1,1591
1,161000.0,1,11,0,102
1,161170.0,1,18,0,127
1,139900.0,0,8,1,157
0,143261.15,1,8,0,378
1,161300.0,1,22,1,304
1,158000.0,2,3,1,158
1,158000.0,2,25,1,108
1,158000.0,2,18,0,148
1,158000.0,2,18,1,1542
1,158000.0,2,18,0,142
1,158000.0,2,23,1,1296
1,158000.0,2,15,0,121
1,140000.0,0,18,1,105
1,161487.06,1,17,1,353
